Segment,Billing_Class,Site_Billing_Status,Site_Status,Consumption,Value_Unbilled,Billing_Frequency,UnbilledDays,RootCause,Voice_Attempt,target
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,29364,891.76,Q,152,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,223,7.82,M,109,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,223,7.82,M,109,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,112,3.93,M,79,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,112,3.93,M,79,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,654,98.51,M,97,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,654,98.51,M,97,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6670,426.72,Q,152,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6670,426.72,Q,152,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,13078,737.46,Q,137,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,306466,11584.54,Q,404,Business Exception,,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15534,909.11,Q,478,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,188,190.98,M,122,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,25102,979.4,Q,286,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,25102,979.4,Q,286,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,24380,933.14,Q,256,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,24380,933.14,Q,256,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,24380,933.14,Q,256,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,21492,740.06,M,96,Lost Site,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8738,521.25,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,43802,2835.72,M,37,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,43802,2835.72,M,37,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,275635,16314.05,Q,276,Lock -  Billing,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,275635,16314.05,Q,276,Lock -  Billing,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,275635,16314,Q,276,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,260229,15315.81,Q,245,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,18387,1210.48,M,97,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6848,427.05,Q,139,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,0,Q,179,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,0,Q,179,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,149,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,149,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,149,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,28937,1130.39,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,198439,5646.74,M,308,EMMA,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,198439,5646,M,308,EMMA,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,198439,5646.74,M,308,EMMA,,0
Others,Industrial & Commercial,Dead - Billed & Stop,Not assigned,505312,14135.44,M,239,EMMA,,0
Others,Industrial & Commercial,Dead - Billed & Stop,Not assigned,505312,14135.44,M,239,EMMA,,0
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,485467,13566.29,M,209,EMMA,,0
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,485467,13566.29,M,209,EMMA,,0
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,485467,13566,M,209,EMMA,,0
Segment TBA,Industrial & Commercial,Live - Billed & Stop,Dirty,485467,13566.29,M,209,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6287,400.83,Q,141,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6287,400.83,Q,141,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6287,400.83,Q,141,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7305,383.12,Q,184,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7305,383.12,Q,184,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6942,346.18,Q,154,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6942,346.18,Q,154,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6942,346.18,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7775,473.58,Q,138,Business Exception,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,6851,295.78,Q,188,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,6851,295.78,Q,188,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,6851,295.78,Q,158,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,6851,295.78,Q,158,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,6851,295.78,Q,158,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,64,4.41,M,2,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8223,522.36,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8223,522.36,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7775,481.76,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7775,481.76,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7775,481.76,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,38751,1400.7,Q,174,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,36836,1297.33,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,36836,1297.33,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,36836,1297,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,48727,1673.83,M,124,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,48727,1673.83,M,124,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,45747,1569.43,M,94,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,45747,1569.43,M,94,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,45747,1569,M,94,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,14692,796.32,Q,363,Implausible,Voice Call Done,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,7249,470.21,Q,132,Implausible,Voice Call Done,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,96.03,Q,149,No Root Cause Match,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,51419,1538.37,Q,131,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13464,644.52,Q,152,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13464,644.52,Q,152,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,19037,628.83,Q,130,No Root Cause Match,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,10940,542.9,M,34,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11862,748.82,Q,184,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11862,748.82,Q,184,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11318,700.58,Q,154,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11318,700.58,Q,154,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11318,700.58,Q,154,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,21412,1242.89,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,21412,1242.89,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20340,1166.73,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20340,1166.73,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,5614,242.77,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,24393,1179.49,Q,290,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,24393,1179.49,Q,290,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,23542,1124.43,Q,260,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,23542,1124.43,Q,260,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Not assigned,23542,1124,Q,260,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7125,466.71,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,32633,1756.9,Q,127,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,19568,1094.12,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,14792,633.84,Q,156,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4160,251,M,94,Implausible,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11907,432.08,Q,153,Business Exception,,1
Others,Small and Medium Enterprises,Not assigned,Dirty,886,91.42,M,95,Business Exception,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,886,91.42,M,95,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,56,109.96,Q,166,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,56,90.62,Q,136,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,56,90.62,Q,136,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,0,Q,167,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,0,Q,167,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,19988,1068.99,Q,191,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,19988,1068.99,Q,191,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,31001,1574.41,Q,161,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,31001,1574.41,Q,161,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,31001,1574,Q,161,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,8083,401.92,Q,169,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,24080,821.61,Q,166,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,12760,435.37,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,12760,435.37,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5234,248.42,Q,163,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5234,248.42,Q,163,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4933,233.89,Q,133,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,167088,5627.54,M,97,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,167088,5627.54,M,97,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,81,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15786,593.08,Q,153,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,851,42.21,Q,174,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,851,42.21,Q,174,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,788,39.08,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,788,39.08,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,788,39.08,Q,144,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,23534,1123.62,Q,34,Business Exception,,1
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,0.59,0.01,M,215,Implausible,,0
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,0.59,0.01,M,215,Implausible,,0
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,0.505,0.01,M,185,Implausible,,0
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,0.505,0.01,M,185,Implausible,,0
Others,Industrial & Commercial,Live - Billed & Stop,Dirty,0.505,0.01,M,185,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,184.9,Q,150,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13364,508.2,Q,150,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,181,6.81,Q,187,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,282,9.62,Q,167,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,282,9.62,Q,167,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,251,8.56,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,251,8.56,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,26093,875.75,Q,153,Business Exception,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5063,198,Q,150,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,29095,1530.24,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,27716,1450.97,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,27716,1450.97,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,27716,1450,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,29095,1530.24,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2550,217.3,Q,156,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2550,217.3,Q,156,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,12641,500.08,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,12641,500.08,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11923,471.67,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,11923,471.67,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,31157,1690.78,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,29642,1594.46,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,29642,1594.46,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,29642,1594,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4343,301.62,Q,173,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4343,301.62,Q,173,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4142,273.26,Q,143,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4142,273.26,Q,143,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4142,273.26,Q,143,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,0,Q,166,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,0,Q,166,Business Exception,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,474,26.69,Q,276,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,474,26.69,Q,276,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,474,26.69,Q,246,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,474,26.69,Q,246,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Not assigned,474,26.69,Q,246,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2122,239.91,Q,233,Implausible,,0
